,title,date,location,year,used,kms,import,style,gearBox,fuelEngine,exterior,interior,seats,doors,motivated,url
53,Xe Mercedes Benz GLK Class GLK250 4Matic 2014- 619 Triệu,Đăng ngày  9/11/2023. Xem 6 lượt,Anh Đức  Điện thoại:     Địa chỉ: Hà Nội Hà Nội,2014,Xe đã dùng,"10,900 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  2.0 L,Đen,,5 chỗ,5 cửa,,https://bonbanh.com/xe-mercedes_benz-glk_class-glk250-4matic-2014-5289281
54,Xe Hyundai Creta Đặc biệt 1.5 AT 2022- 630 Triệu,Đăng ngày  9/11/2023. Xem 7 lượt,"Auto Chốt  Điện thoại:  0856 616 666    Hoặc  0852 029 999    Địa chỉ: Lô E số 2 Đường Hạ Yên Quyết (đối diện trường mầm non Yên Hoà), Yên Hoà, Cầu Giấy Hà Nội  Website: autochot.bonbanh.com",2022,Xe đã dùng,"39,000 Km",Nhập khẩu,Crossover,Số tự động,Xăng  1.5 L,Đỏ,,5 chỗ,5 cửa,,https://bonbanh.com/xe-hyundai-creta-dac-biet-1.5-at-2022-5290147
55,Xe Mercedes Benz GLC 200 4Matic 2022- 1 Tỷ 866 Triệu,Đăng ngày  9/11/2023. Xem 5 lượt,"Tây Lê  Điện thoại:     Địa chỉ: 290 Nguyễn Văn Linh, Phường Bình Thuận, Quận 7 TP HCM   Xem gian hàng  ⇨",2022,Xe đã dùng,"11,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  2.0 L,Trắng,,5 chỗ,5 cửa,,https://bonbanh.com/xe-mercedes_benz-glc-200-4matic-2022-5062725
56,Xe Ford Ranger XLS 2.2L 4x2 AT 2020- 528 Triệu,Đăng ngày  9/11/2023. Xem 12 lượt,Nguyễn Kiên Cường  Điện thoại:      Hoặc  0844 529 999    Địa chỉ: Hà Nội Hà Nội,2020,Xe đã dùng,"55,000 Km",Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu  2.2 L,Trắng,,5 chỗ,4 cửa,,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2020-5290150
57,Xe Lexus LX 570 2015- 3 Tỷ 350 Triệu,Đăng ngày  9/11/2023. Xem 7 lượt,"Hà Nội Auto  Điện thoại:  0916 022 122   Địa chỉ: 259 Phạm Văn Đồng, Bắc Từ Liêm Hà Nội  Website: hanoi-auto.bonbanh.com",2015,Xe đã dùng,"80,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  5.7 L,Đen,,7 chỗ,5 cửa,,https://bonbanh.com/xe-lexus-lx-570-2015-5255171
58,Xe Honda CRV e:HEV RS 2023- 1 Tỷ 259 Triệu,Đăng ngày  9/11/2023. Xem 13 lượt,"Honda Ô Tô Biên Hòa  Điện thoại:  0918 463 946   Địa chỉ: Lô 6, Khu Thương Mại AMATA, Biên Hòa Đồng Nai  Website: hondabienhoa.bonbanh.com",2023,Xe mới,,Nhập khẩu,SUV,Số tự động,Hybrid  2.0 L,Trắng,,5 chỗ,5 cửa,,https://bonbanh.com/xe-honda-crv-e-hev-rs-2023-5278959
59,Xe Mitsubishi Xpander 1.5 MT 2023- 560 Triệu,Đăng ngày  9/11/2023. Xem 6 lượt,"Mitsubishi Nam Auto  Điện thoại:  0903 976 736   Địa chỉ: 322 Nguyễn Văn Linh, P. Bình Thuận, Quận 7 TP HCM  Website: mitsubishinamauto.bonbanh.com",2023,Xe mới,,Lắp ráp trong nước,SUV,Số tay,Xăng  1.5 L,Trắng,,7 chỗ,5 cửa,,https://bonbanh.com/xe-mitsubishi-xpander-1.5-mt-2023-5183170
60,Xe Toyota Innova 2.0G 2019- 679 Triệu,Đăng ngày  9/11/2023. Xem 5 lượt,"Toyota An Sương - TT Xe Đã Qua Sử Dụng  Điện thoại:  0933 783 838   Địa chỉ: 382 Quốc lộ 22, P. Trung Mỹ Tây, Q.12 TP HCM  Website: toyotaansuong-usedcar.bonbanh.com",2019,Xe đã dùng,"24,160 Km",Lắp ráp trong nước,Crossover,Số tự động,Xăng  2.0 L,Đồng,,8 chỗ,5 cửa,,https://bonbanh.com/xe-toyota-innova-2.0g-2019-5040094
61,Xe Kia Sonet Premium 1.5 AT 2023- 574 Triệu,Đăng ngày  9/11/2023. Xem 5 lượt,Văn Đương  Điện thoại:     Địa chỉ: Phạm Văn Đồng Hà Nội   Xem gian hàng  ⇨,2023,Xe mới,,Lắp ráp trong nước,Crossover,Số tự động,Xăng  1.5 L,Trắng,,5 chỗ,5 cửa,,https://bonbanh.com/xe-kia-sonet-premium-1.5-at-2023-5239242
62,Xe Toyota Prado VX 2.7L 2021- 2 Tỷ 230 Triệu,Đăng ngày  9/11/2023. Xem 7 lượt,"Nguyễn Thường  Điện thoại:     Địa chỉ: A5 Đinh Núp - Nguyễn Chánh, Cầu Giấy Hà Nội   Xem gian hàng  ⇨",2021,Xe đã dùng,"40,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  2.7 L,Đen,,7 chỗ,5 cửa,,https://bonbanh.com/xe-toyota-prado-vx-2.7l-2021-5277638
63,Xe Ford Ranger Raptor 2.0L 4x4 AT 2022- 1 Tỷ 39 Triệu,Đăng ngày  9/11/2023. Xem 5 lượt,Duy Hưng  Điện thoại:     Địa chỉ: Cầu Giấy Hà Nội   Xem gian hàng  ⇨,2022,Xe đã dùng,"14,000 Km",Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu  2.0 L,Đen,,5 chỗ,4 cửa,,https://bonbanh.com/xe-ford-ranger-raptor-2.0l-4x4-at-2022-5275314
64,Xe Toyota Vios 1.5G 2015- 330 Triệu,Đăng ngày  9/11/2023. Xem 7 lượt,Duy Hưng  Điện thoại:     Địa chỉ: Cầu Giấy Hà Nội   Xem gian hàng  ⇨,2015,Xe đã dùng,"150,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.5 L,Bạc,,5 chỗ,4 cửa,,https://bonbanh.com/xe-toyota-vios-1.5g-2015-5280334
65,Xe Hyundai Creta Đặc biệt 1.5 AT 2022- 635 Triệu,Đăng ngày  9/11/2023. Xem 5 lượt,"Do Trong Cuong  Điện thoại:     Địa chỉ: 79 Nguyễn Chánh,Trung Hoà,Cầu Giấy Hà Nội",2022,Xe đã dùng,"26,000 Km",Nhập khẩu,Crossover,Số tự động,Xăng  1.5 L,Đen,,5 chỗ,5 cửa,,https://bonbanh.com/xe-hyundai-creta-dac-biet-1.5-at-2022-5247786
66,Xe Mercedes Benz C class C200 2016- 690 Triệu,Đăng ngày  9/11/2023. Xem 5 lượt,"Pro Auto  Điện thoại:  0962 060 060   Địa chỉ: 388 Phạm Văn Đồng, Cổ Nhuế, Bắc Từ Liêm Hà Nội  Website: proauto.bonbanh.com",2016,Xe đã dùng,"80,450 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  2.0 L,Trắng,,5 chỗ,4 cửa,,https://bonbanh.com/xe-mercedes_benz-c_class-c200-2016-5280560
67,Xe Mercedes Benz E class E300 AMG 2012- 625 Triệu,Đăng ngày  9/11/2023. Xem 6 lượt,Boss Car  Điện thoại:  0983 153 398   Địa chỉ: 68 Lê Văn Lương Hà Nội  Website: bosscar.bonbanh.com,2012,Xe đã dùng,"110,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  3.0 L,Trắng,,5 chỗ,4 cửa,,https://bonbanh.com/xe-mercedes_benz-e_class-e300-amg-2012-5072561
68,Xe BMW X6 xDrive40i M Sport 2022- 2 Tỷ 850 Triệu,Đăng ngày  9/11/2023. Xem 7 lượt,"Sài Gòn Luxury Cars  Điện thoại:  0978 669 999    Hoặc  0983 304 996    Địa chỉ: 22A Cộng Hòa, P4, Quận Tân Bình TP HCM  Website: saigonluxurycars.bonbanh.com",2022,Xe mới,,Nhập khẩu,SUV,Số tự động,Xăng  3.0 L,Đỏ,,5 chỗ,4 cửa,,https://bonbanh.com/xe-bmw-x6-xdrive40i-m-sport-2022-4435871
69,Xe Kia K3 Premium 1.6 AT 2022- 610 Triệu,Đăng ngày  9/11/2023. Xem 5 lượt,Mr Phương  Điện thoại:     Địa chỉ: 209 Nguyễn Xiển Hà Nội   Xem gian hàng  ⇨,2022,Xe đã dùng,"30,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.6 L,Đen,,5 chỗ,4 cửa,,https://bonbanh.com/xe-kia-k3-premium-1.6-at-2022-5202492
70,Xe Hyundai SantaFe Tiêu chuẩn 2.2L 2023- 1 Tỷ 25 Triệu,Đăng ngày  9/11/2023. Xem 5 lượt,"Hyundai An Khánh  Điện thoại:  0923 388 686   Địa chỉ: Km8 Đại lộ Thăng Long, H. Hoài Đức Hà Nội  Website: hyundaiankhanh.bonbanh.com",2023,Xe mới,,Lắp ráp trong nước,SUV,Số tự động,Dầu  2.2 L,Đen,,7 chỗ,5 cửa,,https://bonbanh.com/xe-hyundai-santafe-tieu-chuan-2.2l-2023-5166163
71,Xe Ford EcoSport Titanium 1.5L AT 2018- 415 Triệu,Đăng ngày  9/11/2023. Xem 5 lượt,"Hải Dương Ford - Ford Assured  Điện thoại:  0345 441 818   Địa chỉ: 118 An Định, p. Bình Hàn, Tp. Hải Dương (Gần ngã 4 559) Hải Dương  Website: haiduongfordassured.bonbanh.com",2018,Xe đã dùng,"69,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  1.5 L,Trắng,,5 chỗ,5 cửa,,https://bonbanh.com/xe-ford-ecosport-titanium-1.5l-at-2018-5208134
72,Xe Mitsubishi Xpander 1.5 MT 2020- 445 Triệu,Đăng ngày  9/11/2023. Xem 8 lượt,Salon Ô Tô Kiên Cường Vĩnh Phúc  Điện thoại:  0986 388 922   Địa chỉ: Chân cầu vượt Big C Vĩnh Yên Vĩnh Phúc  Website: salonotokiencuongvinhphuc.bonbanh.com,2020,Xe đã dùng,"51,000 Km",Nhập khẩu,SUV,Số tay,Xăng  1.5 L,Trắng,,7 chỗ,5 cửa,,https://bonbanh.com/xe-mitsubishi-xpander-1.5-mt-2020-5274390
73,Xe Toyota Camry 2.5G 2012- 450 Triệu,Đăng ngày  9/11/2023. Xem 9 lượt,Duy Hưng  Điện thoại:     Địa chỉ: Cầu Giấy Hà Nội   Xem gian hàng  ⇨,2012,Xe đã dùng,"150,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  2.5 L,Đen,,5 chỗ,4 cửa,,https://bonbanh.com/xe-toyota-camry-2.5g-2012-5258432
74,Xe Mazda CX5 Luxury 2.0 AT 2023- 759 Triệu,Đăng ngày  9/11/2023. Xem 7 lượt,Mr Hải  Điện thoại:     Địa chỉ: Hà Nội Hà Nội   Xem gian hàng  ⇨,2023,Xe mới,,Lắp ráp trong nước,SUV,Số tự động,Xăng  2.0 L,Trắng,,5 chỗ,5 cửa,,https://bonbanh.com/xe-mazda-cx5-luxury-2.0-at-2023-4878794
75,Xe Honda CRV L 2022- 868 Triệu,Đăng ngày  9/11/2023. Xem 10 lượt,"Việt Nguyên Auto  Điện thoại:  0906 206 886    Hoặc  0982 759 601    Địa chỉ: 116 Lê Văn Lương , Thanh Xuân Hà Nội  Website: vietnguyenauto.bonbanh.com",2022,Xe đã dùng,"26,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  1.5 L,Trắng,,7 chỗ,5 cửa,,https://bonbanh.com/xe-honda-crv-l-2022-5289148
76,Xe BMW X6 xDrive35i 2015- 1 Tỷ 150 Triệu,Đăng ngày  9/11/2023. Xem 7 lượt,"Auto Trúc Anh  Điện thoại:  0962 226 268    Hoặc  0989 333 699    Địa chỉ: Số 115 Lê Văn Lương, Thanh Xuân Hà Nội  Website: autotrucanh.bonbanh.com",2015,Xe đã dùng,"80,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  3.0 L,Đỏ,,5 chỗ,5 cửa,,https://bonbanh.com/xe-bmw-x6-xdrive35i-2015-5207910
77,Xe Toyota Prado GX 2.7 AT 2008- 460 Triệu,Đăng ngày  9/11/2023. Xem 8 lượt,"Auto Đại Phát  Điện thoại:  0904 113 271    Hoặc  0905 605 555    Địa chỉ: 29 Tố Hữu, Trung Văn, Nam Từ Liêm Hà Nội  Website: autodaiphat.bonbanh.com",2008,Xe đã dùng,"101,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  2.7 L,Đen,,7 chỗ,5 cửa,,https://bonbanh.com/xe-toyota-prado-gx-2.7-at-2008-5276414
78,Xe Lexus LX 570 2015- 4 Tỷ 690 Triệu,Đăng ngày  9/11/2023. Xem 7 lượt,Mr Hoài  Điện thoại:     Địa chỉ: 99 Thành Thái - Dịch Vọng - Cầu Giấy Hà Nội   Xem gian hàng  ⇨,2015,Xe đã dùng,"78,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  5.7 L,Trắng,,7 chỗ,5 cửa,,https://bonbanh.com/xe-lexus-lx-570-2015-5067948
79,Xe Mitsubishi Xpander Premium 1.5 AT 2023- 658 Triệu,Đăng ngày  9/11/2023. Xem 6 lượt,"Mitsubishi Isamco  Điện thoại:  0909 785 881   Địa chỉ: 79/81 Quốc Lộ 13, P. Hiệp Bình Chánh, Q.Thủ Đức TP HCM  Website: mitsubishi-isamco.bonbanh.com",2023,Xe mới,,Nhập khẩu,SUV,Số tự động,Xăng  1.5 L,Trắng,,7 chỗ,5 cửa,,https://bonbanh.com/xe-mitsubishi-xpander-premium-1.5-at-2023-5260376
80,Xe Mitsubishi Pajero Sport 2.4D 4x2 AT 2021- 890 Triệu,Đăng ngày  9/11/2023. Xem 5 lượt,"Đức Anh Auto - Đà Nẵng  Điện thoại:  0936 013 969   Địa chỉ: 158 Đường 2/9, quận Hải Châu Đà Nẵng  Website: ducanhauto-danang.bonbanh.com",2021,Xe đã dùng,"42,000 Km",Nhập khẩu,SUV,Số tự động,Dầu  2.4 L,Trắng,,7 chỗ,5 cửa,,https://bonbanh.com/xe-mitsubishi-pajero-sport-2.4d-4x2-at-2021-5287101
81,Xe Honda CRV L 2019- 786 Triệu,Đăng ngày  9/11/2023. Xem 6 lượt,Auto 668  Điện thoại:  0982 991 668    Hoặc  0975 977 999    Địa chỉ: Số 689 - Lạc Long Quân - Q. Tây Hồ Hà Nội  Website: auto668.bonbanh.com,2019,Xe đã dùng,"59,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  1.5 L,Trắng,,7 chỗ,5 cửa,,https://bonbanh.com/xe-honda-crv-l-2019-5272265
82,Xe Mercedes Benz GLC 300 4Matic 2022- 2 Tỷ 260 Triệu,Đăng ngày  9/11/2023. Xem 7 lượt,"Đinh Hoàng Anh  Điện thoại:     Địa chỉ: 333 Điện Biên Phủ, P.15, Quận Bình Thạnh TP HCM   Xem gian hàng  ⇨",2022,Xe đã dùng,50 Km,Lắp ráp trong nước,SUV,Số tự động,Xăng  2.0 L,Đen,,5 chỗ,5 cửa,,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2022-4883837
83,Xe Honda BR V L 2023- 665 Triệu,Đăng ngày  9/11/2023. Xem 10 lượt,"Mr Phan  Điện thoại:     Địa chỉ: 197A Nghi Tàm, P Yên Phụ, Q Tây Hồ Hà Nội   Xem gian hàng  ⇨",2023,Xe mới,,Nhập khẩu,SUV,Số tự động,Xăng  1.5 L,Xám,,7 chỗ,5 cửa,,https://bonbanh.com/xe-honda-br_v-l-2023-5079206
84,Xe Mercedes Benz C class C200 2018- 899 Triệu,Đăng ngày  9/11/2023. Xem 6 lượt,"Xe Cũ Mỗ Lao  Điện thoại:  0989 551 779    Hoặc  0975 353 366    Địa chỉ: 99 Trương Công Giai, Yên Hòa, Cầu Giấy, Hà Nội. Hà Nội  Website: xecumolao.bonbanh.com",2018,Xe đã dùng,"40,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  2.0 L,Trắng,,5 chỗ,4 cửa,,https://bonbanh.com/xe-mercedes_benz-c_class-c200-2018-5037798
85,Xe Hyundai Stargazer Cao cấp 1.5 AT 2023- 560 Triệu,Đăng ngày  9/11/2023. Xem 9 lượt,"Việt Hưng  Điện thoại:     Địa chỉ: 138 Phạm Văn Đồng, P.xuân Đỉnh, Q.bắc Từ Liêm Hà Nội   Xem gian hàng  ⇨",2023,Xe mới,,Nhập khẩu,Van/Minivan,Số tự động,Xăng  1.5 L,Xám,,7 chỗ,5 cửa,,https://bonbanh.com/xe-hyundai-stargazer-cao-cap-1.5-at-2023-5121020
86,Xe Kia Sorento GAT 2.4L 4WD 2013- 379 Triệu,Đăng ngày  9/11/2023. Xem 21 lượt,"Hoàng Long  Điện thoại:     Địa chỉ:  Eah’leo, Đăk Lăk Đăk Lăk",2013,Xe đã dùng,"198,768 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  2.4 L,Nâu,,7 chỗ,5 cửa,,https://bonbanh.com/xe-kia-sorento-gat-2.4l-4wd-2013-5290119
87,Xe Ford Mustang EcoBoost Fastback 2018- 1 Tỷ 990 Triệu,Đăng ngày  9/11/2023. Xem 7 lượt,"Thắng Trần Auto  Điện thoại:  0989 856 338   Địa chỉ: 202/2 Đt 743, P. An Phú, Tp Thuận An Bình Dương  Website: thangtranauto.bonbanh.com",2018,Xe đã dùng,"38,000 Km",Nhập khẩu,Coupe,Số tự động,Xăng  2.3 L,Đỏ,,4 chỗ,2 cửa,,https://bonbanh.com/xe-ford-mustang-ecoboost-fastback-2018-4993672
88,Xe Mazda 2 1.5 AT 2015- 338 Triệu,Đăng ngày  9/11/2023. Xem 6 lượt,"Ngọc Khang  Điện thoại:      Hoặc  0933 256 622    Địa chỉ: 65/2 Thới Tam Thôn 17, xã Thới Tam Thôn, huyện Hóc Môn TP HCM",2015,Xe đã dùng,"24,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.5 L,Nâu,,5 chỗ,4 cửa,,https://bonbanh.com/xe-mazda-2-1.5-at-2015-5129148
89,Xe Kia Soluto 1.4 AT Deluxe 2020- 350 Triệu,Đăng ngày  9/11/2023. Xem 10 lượt,"Tuấn Dũng Auto  Điện thoại:  0975 981 386    Hoặc  0934 648 789    Địa chỉ: 68 Nguyễn Chánh, Yên Hoà, Cầu Giấy Hà Nội  Website: tuandungauto.bonbanh.com",2020,Xe đã dùng,"39,568 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.4 L,Trắng,,5 chỗ,4 cửa,,https://bonbanh.com/xe-kia-soluto-1.4-at-deluxe-2020-5073872
90,Xe Ford Ranger Wildtrak 2.0L 4x4 AT 2023- 914 Triệu,Đăng ngày  9/11/2023. Xem 5 lượt,"Sài Gòn Ford  Điện thoại:  0906 929 039   Địa chỉ: 61A Cao Thắng, Phường 3, Quận 3 TP HCM  Website: fordsaigon.bonbanh.com",2023,Xe mới,,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Dầu  2.0 L,Xám,,5 chỗ,4 cửa,,https://bonbanh.com/xe-ford-ranger-wildtrak-2.0l-4x4-at-2023-4604310
91,Xe Peugeot 3008 Allure 1.6 AT 2021- 810 Triệu,Đăng ngày  9/11/2023. Xem 8 lượt,Anh Tuấn  Điện thoại:     Địa chỉ: Cầu Giấy Hà Nội,2021,Xe đã dùng,"30,000 Km",Lắp ráp trong nước,Crossover,Số tự động,Xăng  1.6 L,Trắng,,5 chỗ,5 cửa,,https://bonbanh.com/xe-peugeot-3008-allure-1.6-at-2021-5166595
92,Xe Toyota Innova 2.0E 2020- 608 Triệu,Đăng ngày  9/11/2023. Xem 6 lượt,"Toyota Cần Thơ - Trung tâm xe đã qua sử Dụng  Điện thoại:  0931 919 919   Địa chỉ: K2-0 Võ Nguyên Giáp, P. Phú Thứ, Q. Cái Răng Cần Thơ  Website: toyotacantho-xecu.bonbanh.com",2020,Xe đã dùng,"47,000 Km",Lắp ráp trong nước,Crossover,Số tay,Xăng  2.0 L,Trắng,,8 chỗ,5 cửa,,https://bonbanh.com/xe-toyota-innova-2.0e-2020-5277181
93,Xe Kia Sonet Premium 1.5 AT 2022- 556 Triệu,Đăng ngày  9/11/2023. Xem 6 lượt,"Hùng Anh Auto - Hải Phòng  Điện thoại:  0936 674 368   Địa chỉ: 77 Nguyễn Bỉnh Khiêm , P Đằng Giang, Ngô Quyền Hải Phòng  Website: autohunganhhp.bonbanh.com",2022,Xe đã dùng,"22,000 Km",Lắp ráp trong nước,Crossover,Số tự động,Xăng  1.5 L,Đỏ,,5 chỗ,5 cửa,,https://bonbanh.com/xe-kia-sonet-premium-1.5-at-2022-5290139
94,Xe Hyundai Palisade Prestige 2.2 AT HTRAC 2023- 1 Tỷ 410 Triệu,Đăng ngày  9/11/2023. Xem 19 lượt,"Hyundai Gia Định - CN Phạm Văn Đồng  Điện thoại:  0906 308 488   Địa chỉ: 166-168 Phạm Văn Đồng, Phường 3, Quận Gò Vấp TP HCM  Website: hyundaigiadinh-phamvandong.bonbanh.com",2023,Xe mới,,Lắp ráp trong nước,SUV,Số tự động,Dầu  2.2 L,Trắng,,7 chỗ,5 cửa,,https://bonbanh.com/xe-hyundai-palisade-prestige-2.2-at-htrac-2023-2457804
95,Xe Hyundai Accent 1.4 AT 2011- 286 Triệu,Đăng ngày  9/11/2023. Xem 5 lượt,"Ngọc Khang  Điện thoại:      Hoặc  0933 256 622    Địa chỉ: 65/2 Thới Tam Thôn 17, xã Thới Tam Thôn, huyện Hóc Môn TP HCM",2011,Xe đã dùng,"90,000 Km",Nhập khẩu,Sedan,Số tự động,Xăng  1.4 L,Đỏ,,5 chỗ,4 cửa,,https://bonbanh.com/xe-hyundai-accent-1.4-at-2011-5241362
96,Xe Hyundai Elantra 1.6 MT 2020- 412 Triệu,Đăng ngày  9/11/2023. Xem 5 lượt,"Ngọc Khang  Điện thoại:      Hoặc  0933 256 622    Địa chỉ: 65/2 Thới Tam Thôn 17, xã Thới Tam Thôn, huyện Hóc Môn TP HCM",2020,Xe đã dùng,"36,000 Km",Lắp ráp trong nước,Sedan,Số tay,Xăng  1.6 L,Bạc,,5 chỗ,4 cửa,,https://bonbanh.com/xe-hyundai-elantra-1.6-mt-2020-5251014
97,Xe Toyota Veloz Cross Top 1.5 CVT 2022- 640 Triệu,Đăng ngày  9/11/2023. Xem 6 lượt,"Hyundai Long An - Used Car  Điện thoại:  0932 888 866   Địa chỉ: 24ql1, Kđt Tthc Tỉnh, Phường 6, Tp Tân An Long An  Website: hyundailonganusedcar.bonbanh.com",2022,Xe đã dùng,"28,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  1.5 L,Bạc,,7 chỗ,5 cửa,,https://bonbanh.com/xe-toyota-veloz-cross-top-1.5-cvt-2022-5284177
98,Xe Toyota Alphard Alphat 2024 2023- 4 Tỷ 370 Triệu,Đăng ngày  9/11/2023. Xem 6 lượt,Mr Thành  Điện thoại:     Địa chỉ: Hà Nội Hà Nội   Xem gian hàng  ⇨,2023,Xe mới,,Nhập khẩu,Van/Minivan,Số tự động,Xăng,Đồng,,7 chỗ,5 cửa,,https://bonbanh.com/xe-toyota-alphard-alphat-2024-2023-5161022
99,Xe Toyota Vios G 1.5 CVT 2023- 552 Triệu,Đăng ngày  9/11/2023. Xem 6 lượt,"Toyota An Thành Fukushima  Điện thoại:  0939 001 455   Địa chỉ: Số 15, Bùi Thanh Khiết, khu phố 3, TT Tân Túc, huyện Bình Chánh TP HCM  Website: toyotaanthanh.bonbanh.com",2023,Xe mới,,Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.5 L,Đỏ,,5 chỗ,4 cửa,,https://bonbanh.com/xe-toyota-vios-g-1.5-cvt-2023-5190918
100,Xe Honda CRV L 2023- 1 Tỷ 159 Triệu,Đăng ngày  9/11/2023. Xem 8 lượt,"Honda Ô Tô Sài Gòn - Bình Chánh  Điện thoại:  0909 168 511   Địa chỉ: Số 4 QL1A, TT. Tân Túc, Quận Bình Chánh TP HCM  Website: hondaotosaigon-binhchanh.bonbanh.com",2023,Xe mới,,Lắp ráp trong nước,SUV,Số tự động,Xăng  1.5 L,Đỏ,,7 chỗ,5 cửa,,https://bonbanh.com/xe-honda-crv-l-2023-5283666
101,Xe Lexus RX 300 2019- 2 Tỷ 250 Triệu,Đăng ngày  9/11/2023. Xem 9 lượt,"Auto 86  Điện thoại:  0907 800 056    Hoặc  0937 916 899    Địa chỉ: 620 Lê Văn Lương, Phường Tân Phong, Quận 7 TP HCM  Website: auto86.bonbanh.com",2019,Xe đã dùng,"48,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  2.0 L,Xanh,,5 chỗ,5 cửa,,https://bonbanh.com/xe-lexus-rx-300-2019-5256953
102,Xe Hyundai Palisade Prestige 2.2 AT HTRAC 2023- 1 Tỷ 589 Triệu,Đăng ngày  9/11/2023. Xem 8 lượt,"Hyundai An Khánh - CN Lê Trọng Tấn  Điện thoại:  0586 212 888    Hoặc  0973 957 009    Địa chỉ: C24, Lô 1, KĐT Geleximco, Đường Lê Trọng Tấn, Q. Hà Đông Hà Nội  Website: hyundaiankhanh1s.bonbanh.com",2023,Xe mới,,Lắp ráp trong nước,SUV,Số tự động,Dầu  2.2 L,Trắng,,6 chỗ,5 cửa,,https://bonbanh.com/xe-hyundai-palisade-prestige-2.2-at-htrac-2023-5234326
103,Xe Mercedes Benz C class C300 AMG 2018- 1 Tỷ 168 Triệu,Đăng ngày  9/11/2023. Xem 5 lượt,Boss Car  Điện thoại:  0983 153 398   Địa chỉ: 68 Lê Văn Lương Hà Nội  Website: bosscar.bonbanh.com,2018,Xe đã dùng,"60,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  2.0 L,Trắng,,5 chỗ,4 cửa,,https://bonbanh.com/xe-mercedes_benz-c_class-c300-amg-2018-5140954
104,Xe Ford Territory Titanium X 1.5 AT 2023- 879 Triệu,Đăng ngày  9/11/2023. Xem 12 lượt,Kiều Tú  Điện thoại:      Hoặc  0915 756 326    Địa chỉ: Số 3-5 Nguyễn Văn Linh - Gia Thụy - Long Biên Hà Nội,2023,Xe mới,,Lắp ráp trong nước,SUV,Số tự động,Xăng  1.5 L,Đỏ,,5 chỗ,5 cửa,,https://bonbanh.com/xe-ford-territory-titanium-x-1.5-at-2023-4778431
105,Xe Mitsubishi Triton 4x2 AT 2023- 650 Triệu,Đăng ngày  9/11/2023. Xem 7 lượt,"Mitsubishi Isamco  Điện thoại:  0909 785 881   Địa chỉ: 79/81 Quốc Lộ 13, P. Hiệp Bình Chánh, Q.Thủ Đức TP HCM  Website: mitsubishi-isamco.bonbanh.com",2023,Xe mới,,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu  2.4 L,Đỏ,,5 chỗ,4 cửa,,https://bonbanh.com/xe-mitsubishi-triton-4x2-at-2023-3456110
106,Xe Hyundai Creta Đặc biệt 1.5 AT 2023- 648 Triệu,Đăng ngày  9/11/2023. Xem 5 lượt,"Ms Hoa  Điện thoại:     Địa chỉ: 151 Phạm Văn Đồng, Phường 3, Quận Gò Vấp TP HCM   Xem gian hàng  ⇨",2023,Xe mới,,Nhập khẩu,Crossover,Số tự động,Xăng  1.5 L,Trắng,,5 chỗ,5 cửa,,https://bonbanh.com/xe-hyundai-creta-dac-biet-1.5-at-2023-5056116
107,Xe Rolls Royce Cullinan Black Badge 6.75 V12 2022- 47 Tỷ,Đăng ngày  9/11/2023. Xem 6 lượt,"Showroom Tân Đạt Thành  Điện thoại:  0915 393 939   Địa chỉ: 629 Phạm Văn Đồng, P. Hiệp Bình Chánh, TP. Thủ Đức TP HCM  Website: autotandatthanh.bonbanh.com",2022,Xe mới,,Nhập khẩu,SUV,Số tự động,Xăng  6.7 L,Đen,,4 chỗ,5 cửa,,https://bonbanh.com/xe-rolls_royce-cullinan-black-badge-6.75-v12-2022-4646123
